empirical_id,country,sex,education,class,occupation,language,citizen,q263_empirical,q130_empirical,q121_empirical,q34_empirical,q63_empirical,q263_model,q130_model,thinking,q263_match,q130_match,valid,raw_response,backend,model,temperature,timestamp
1733,Argentina,woman,secondary education,lower middle class,sales worker,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,Quite good,Disagree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"As a lower middle class Argentinian woman with secondary education working in sales, it's likely she was born in Argentina. Concerns about job competition and economic stability often influence opinions, so she might favor limiting immigration to protect local job opportunities.",True,True,True,"{
  ""thinking"": ""As a lower middle class Argentinian woman with secondary education working in sales, it's likely she was born in Argentina. Concerns about job competition and economic stability often influence opinions, so she might favor limiting immigration to protect local job opportunities."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:18:37.245690
1734,Argentina,man,secondary education,lower middle class,sales worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,Quite bad,Neither agree nor disagree,Do not trust very much,I am born in this country,Place strict limits on the number of foreigners who can come here,"Given the respondent's profile as a lower middle class sales worker with secondary education in Argentina, it is likely that he was born in the country. People in similar circumstances often feel economic pressure and might be concerned about job competition from immigrants, leading them to support restrictions on immigration.",True,False,True,"{
  ""thinking"": ""Given the respondent's profile as a lower middle class sales worker with secondary education in Argentina, it is likely that he was born in the country. People in similar circumstances often feel economic pressure and might be concerned about job competition from immigrants, leading them to support restrictions on immigration."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:18:41.032815
1735,Argentina,man,low education,upper middle class,semi-skilled worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,Very good,Disagree,Do not trust at all,I am born in this country,Place strict limits on the number of foreigners who can come here,"Given his profile as an upper-middle-class man in Argentina with low education working as a semi-skilled worker, it is likely he was born in Argentina, as higher migration status often correlates with higher education or skills. Attitudes toward immigration among similar profiles often lean towards restrictive measures due to perceived competition for jobs.",True,False,True,"{
  ""thinking"": ""Given his profile as an upper-middle-class man in Argentina with low education working as a semi-skilled worker, it is likely he was born in Argentina, as higher migration status often correlates with higher education or skills. Attitudes toward immigration among similar profiles often lean towards restrictive measures due to perceived competition for jobs."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:18:44.648870
1736,Argentina,man,low education,lower middle class,skilled worker,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,"Neither good, nor bad",Agree,Do not trust at all,I am born in this country,Place strict limits on the number of foreigners who can come here,"A man with low education in Argentina, especially from the lower middle class and working a skilled labor job, is likely to be born in the country. Such individuals often perceive immigrants as competition in the job market, given limited job opportunities, leading them to prefer policies that restrict immigration.",True,True,True,"{
  ""thinking"": ""A man with low education in Argentina, especially from the lower middle class and working a skilled labor job, is likely to be born in the country. Such individuals often perceive immigrants as competition in the job market, given limited job opportunities, leading them to prefer policies that restrict immigration."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:18:48.611947
1737,Argentina,woman,low education,working class,skilled worker,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,Quite bad,Neither agree nor disagree,Do not trust at all,I am born in this country,Place strict limits on the number of foreigners who can come here,"As a woman from the working class in Argentina with low education, it is likely she was born in the country and not an immigrant. Workers in her situation might feel competition in the job market from immigrants, leading to a preference for more restrictive immigration policies.",True,True,True,"{
  ""thinking"": ""As a woman from the working class in Argentina with low education, it is likely she was born in the country and not an immigrant. Workers in her situation might feel competition in the job market from immigrants, leading to a preference for more restrictive immigration policies."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:18:52.896061
1738,Argentina,woman,secondary education,working class,sales worker,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,"Neither good, nor bad",Disagree,Trust completely,I am born in this country,Place strict limits on the number of foreigners who can come here,"As a working-class woman with a secondary education living in Argentina, it is likely that she was born in the country considering the historic immigration patterns and the demographics of the working class. Regarding attitudes toward immigration, individuals in her profile may feel concerned about job competition from foreign workers, which might lead her to prefer more restrictive immigration policies.",True,True,True,"{
  ""thinking"": ""As a working-class woman with a secondary education living in Argentina, it is likely that she was born in the country considering the historic immigration patterns and the demographics of the working class. Regarding attitudes toward immigration, individuals in her profile may feel concerned about job competition from foreign workers, which might lead her to prefer more restrictive immigration policies."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:18:56.197311
1739,Argentina,man,secondary education,lower middle class,person who never had a job,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,Quite bad,Neither agree nor disagree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"Given the respondent is a man from Argentina with only secondary education, lower middle class, and never employed, it's likely he was born in the country, as lower employment prospects often correlate with less mobility. People from these sociodemographic segments often feel threatened about job competition, leading them to favor more restrictive immigration policies.",True,True,True,"{
  ""thinking"": ""Given the respondent is a man from Argentina with only secondary education, lower middle class, and never employed, it's likely he was born in the country, as lower employment prospects often correlate with less mobility. People from these sociodemographic segments often feel threatened about job competition, leading them to favor more restrictive immigration policies."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:19:00.806970
1740,Argentina,woman,low education,lower class,person who never had a job,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,"Neither good, nor bad",Neither agree nor disagree,Do not trust at all,I am born in this country,Place strict limits on the number of foreigners who can come here,"Given her profile of being born in Argentina, low education, lower social class, and having never had a job, it's likely she perceives newcomers as competing for limited jobs and resources. It's common for individuals in her situation to prefer more restrictive immigration policies, seeing them as a way to protect local employment opportunities.",True,False,True,"{
  ""thinking"": ""Given her profile of being born in Argentina, low education, lower social class, and having never had a job, it's likely she perceives newcomers as competing for limited jobs and resources. It's common for individuals in her situation to prefer more restrictive immigration policies, seeing them as a way to protect local employment opportunities."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:19:04.861456
1741,Argentina,woman,secondary education,lower middle class,person who never had a job,Spanish; Castilian,Yes,I am born in this country,Let anyone come who wants to,"Neither good, nor bad",Agree,Do not trust at all,I am born in this country,Place strict limits on the number of foreigners who can come here,"Given that she has a lower middle class status and has never had a job, it's likely that she was born in Argentina, as economic migrants typically relocate for work. People of her social class and economic situation might be cautious about job competition from immigrants, preferring policies that place limits on immigration rather than completely open borders.",True,False,True,"{
  ""thinking"": ""Given that she has a lower middle class status and has never had a job, it's likely that she was born in Argentina, as economic migrants typically relocate for work. People of her social class and economic situation might be cautious about job competition from immigrants, preferring policies that place limits on immigration rather than completely open borders."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:19:08.820375
1742,Argentina,woman,secondary education,lower middle class,person who never had a job,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,Quite good,Neither agree nor disagree,Don't know,I am born in this country,Place strict limits on the number of foreigners who can come here,"Given her lower middle class status, limited education, and lack of work experience, she is likely to have been born in Argentina. Economic insecurity may lead to concerns that immigrants could compete for scarce jobs, prompting a preference for more restrictive immigration policies.",True,True,True,"{
  ""thinking"": ""Given her lower middle class status, limited education, and lack of work experience, she is likely to have been born in Argentina. Economic insecurity may lead to concerns that immigrants could compete for scarce jobs, prompting a preference for more restrictive immigration policies."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:19:12.958490
1744,Argentina,man,low education,lower class,skilled worker,Spanish; Castilian,Yes,I am born in this country,Let anyone come who wants to,Quite good,Neither agree nor disagree,Do not trust at all,I am born in this country,Place strict limits on the number of foreigners who can come here,"Given the profile of someone with low education, working as a skilled worker, and from a lower social class in Argentina, it's likely he was born in the country, as migration rates for those with this profile are typically lower. Moreover, individuals in similar situations often perceive immigration as a threat to job security, resulting in a preference for restrictive immigration policies.",True,False,True,"{
  ""thinking"": ""Given the profile of someone with low education, working as a skilled worker, and from a lower social class in Argentina, it's likely he was born in the country, as migration rates for those with this profile are typically lower. Moreover, individuals in similar situations often perceive immigration as a threat to job security, resulting in a preference for restrictive immigration policies."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:19:15.102202
1745,Argentina,man,low education,lower middle class,unskilled worker,Spanish; Castilian,Yes,I am born in this country,Let anyone come who wants to,Quite good,Agree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"In Argentina, unskilled workers with low education levels from lower middle-class backgrounds are typically native-born, as migration often skews toward those with more resources or opportunities. Economic pressures and job competition might make him favor limiting immigration to protect job opportunities for locals.",True,False,True,"{
  ""thinking"": ""In Argentina, unskilled workers with low education levels from lower middle-class backgrounds are typically native-born, as migration often skews toward those with more resources or opportunities. Economic pressures and job competition might make him favor limiting immigration to protect job opportunities for locals."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:19:18.804513
1746,Argentina,woman,secondary education,working class,unskilled worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,Quite good,Neither agree nor disagree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"As a woman with secondary education from the working class in Argentina, it's more likely she was born in this country given public data on migration patterns. Her perspective on immigration might lean toward concern over competition for jobs, which is common among working-class individuals, leading her to prefer stricter immigration controls.",True,False,True,"{
  ""thinking"": ""As a woman with secondary education from the working class in Argentina, it's more likely she was born in this country given public data on migration patterns. Her perspective on immigration might lean toward concern over competition for jobs, which is common among working-class individuals, leading her to prefer stricter immigration controls."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:19:22.433164
1747,Argentina,woman,secondary education,working class,sales worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,Quite good,Disagree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"Given her profile as a working-class woman with secondary education in Argentina, it's likely she was born in the country. People in her demographic often perceive competition from foreign workers, particularly in the lower-skilled job market, leading to restrictive views on immigration. Therefore, she would probably support limitations on the number of foreigners allowed to enter.",True,False,True,"{
  ""thinking"": ""Given her profile as a working-class woman with secondary education in Argentina, it's likely she was born in the country. People in her demographic often perceive competition from foreign workers, particularly in the lower-skilled job market, leading to restrictive views on immigration. Therefore, she would probably support limitations on the number of foreigners allowed to enter."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:19:26.033721
1748,Argentina,woman,higher education,lower middle class,sales worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,Quite good,Disagree,Trust somewhat,I am born in this country,Let people come as long as there are jobs available,"The respondent is likely to be born in Argentina, as she is a lower middle-class sales worker with higher education, indicating longstanding societal roots. Argentina has faced economic challenges, influencing concerns about job availability, so she might support allowing immigration only if there are job opportunities available.",True,True,True,"{
  ""thinking"": ""The respondent is likely to be born in Argentina, as she is a lower middle-class sales worker with higher education, indicating longstanding societal roots. Argentina has faced economic challenges, influencing concerns about job availability, so she might support allowing immigration only if there are job opportunities available."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Let people come as long as there are jobs available""
}",openai,gpt-4o,1.0,2026-05-13T20:19:30.693008
1749,Argentina,woman,secondary education,lower middle class,person who never had a job,Spanish; Castilian,Yes,I am born in this country,Let anyone come who wants to,Very good,Neither agree nor disagree,Do not trust very much,I am born in this country,Place strict limits on the number of foreigners who can come here,"Given her profile as a lower middle-class woman in Argentina with secondary education and no job history, it is highly likely she was born in Argentina, aligning with demographic data showing most Argentinians are native-born. In the context of employment concerns in lower middle-class communities, she may prefer more restrictive immigration policies to prioritize job opportunities for locals.",True,False,True,"{
  ""thinking"": ""Given her profile as a lower middle-class woman in Argentina with secondary education and no job history, it is highly likely she was born in Argentina, aligning with demographic data showing most Argentinians are native-born. In the context of employment concerns in lower middle-class communities, she may prefer more restrictive immigration policies to prioritize job opportunities for locals."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:19:34.349965
1750,Argentina,man,secondary education,lower middle class,clerical worker,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,"Neither good, nor bad",Neither agree nor disagree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"As a lower middle class clerical worker with secondary education in Argentina, it is likely he was born in the country. People in this demographic might feel concerned about competition for jobs, especially given Argentina's economic challenges. Therefore, they might prefer some control over immigration to protect job opportunities for locals.",True,True,True,"{
  ""thinking"": ""As a lower middle class clerical worker with secondary education in Argentina, it is likely he was born in the country. People in this demographic might feel concerned about competition for jobs, especially given Argentina's economic challenges. Therefore, they might prefer some control over immigration to protect job opportunities for locals."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:19:37.319479
1751,Argentina,woman,higher education,working class,sales worker,Spanish; Castilian,Yes,I am born in this country,Let anyone come who wants to,"Neither good, nor bad",Disagree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"As a woman with higher education from the working class in Argentina working in sales, it's likely she was born in the country since many Argentine with such a profile are native-born. Given her working-class background, she may be concerned about job competition and economic stability, so she might prefer limiting immigration to protect job availability for locals.",True,False,True,"{
  ""thinking"": ""As a woman with higher education from the working class in Argentina working in sales, it's likely she was born in the country since many Argentine with such a profile are native-born. Given her working-class background, she may be concerned about job competition and economic stability, so she might prefer limiting immigration to protect job availability for locals."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:19:45.118270
1752,Argentina,man,secondary education,upper middle class,skilled worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,Quite bad,Agree,Trust somewhat,I am born in this country,Let people come as long as there are jobs available,"As an upper-middle-class skilled worker with secondary education in Argentina, this person is likely to have been born in the country given the established socio-economic status. There might be a pragmatic view towards immigration, favoring economic stability, suggesting that he would support immigration as long as it does not threaten employment for locals.",True,True,True,"{
  ""thinking"": ""As an upper-middle-class skilled worker with secondary education in Argentina, this person is likely to have been born in the country given the established socio-economic status. There might be a pragmatic view towards immigration, favoring economic stability, suggesting that he would support immigration as long as it does not threaten employment for locals."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Let people come as long as there are jobs available""
}",openai,gpt-4o,1.0,2026-05-13T20:19:49.203635
1753,Argentina,man,higher education,upper middle class,clerical worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,Quite bad,Neither agree nor disagree,Trust somewhat,I am born in this country,Let people come as long as there are jobs available,"As an Argentinian man with higher education and an upper middle class status, it is likely that he was born in Argentina. People in this demographic often have a pragmatic view on immigration, recognizing the need for skilled workers while also being concerned about economic impacts, leading them to favor conditional immigration policies.",True,True,True,"{
  ""thinking"": ""As an Argentinian man with higher education and an upper middle class status, it is likely that he was born in Argentina. People in this demographic often have a pragmatic view on immigration, recognizing the need for skilled workers while also being concerned about economic impacts, leading them to favor conditional immigration policies."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Let people come as long as there are jobs available""
}",openai,gpt-4o,1.0,2026-05-13T20:19:53.751636
1754,Argentina,woman,secondary education,lower middle class,unskilled worker,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,"Neither good, nor bad",Neither agree nor disagree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"As an unskilled worker in Argentina with secondary education, it's likely she was born in the country, given the lower historical migration rates into Argentina compared to outmigration. Her socioeconomic status may lead her to view foreign workers as potential competition for jobs, hence a preference for more controlled immigration policies.",True,True,True,"{
  ""thinking"": ""As an unskilled worker in Argentina with secondary education, it's likely she was born in the country, given the lower historical migration rates into Argentina compared to outmigration. Her socioeconomic status may lead her to view foreign workers as potential competition for jobs, hence a preference for more controlled immigration policies."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:19:56.869931
1755,Argentina,woman,secondary education,lower middle class,sales worker,Spanish; Castilian,Yes,I am born in this country,Let anyone come who wants to,Quite good,Agree,Do not trust very much,I am born in this country,Let people come as long as there are jobs available,"As a woman from Argentina with secondary education working as a sales worker in a lower middle class, it is likely she was born in the country. Immigration might be seen with caution, given concerns about job competition in her economic class, leading her to prefer a balanced approach where people can come if jobs are available.",True,False,True,"{
  ""thinking"": ""As a woman from Argentina with secondary education working as a sales worker in a lower middle class, it is likely she was born in the country. Immigration might be seen with caution, given concerns about job competition in her economic class, leading her to prefer a balanced approach where people can come if jobs are available."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Let people come as long as there are jobs available""
}",openai,gpt-4o,1.0,2026-05-13T20:19:59.938658
1756,Argentina,man,secondary education,working class,unskilled worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,"Neither good, nor bad",Agree,Do not trust very much,I am born in this country,Place strict limits on the number of foreigners who can come here,"Given that he is a man with secondary education, belonging to the working class as an unskilled worker in Argentina, he is likely to have been born in the country. People in his sociodemographic group often experience job competition from immigrants in similar economic conditions and may feel economic pressure, which can lead to support for limiting immigration.",True,False,True,"{
  ""thinking"": ""Given that he is a man with secondary education, belonging to the working class as an unskilled worker in Argentina, he is likely to have been born in the country. People in his sociodemographic group often experience job competition from immigrants in similar economic conditions and may feel economic pressure, which can lead to support for limiting immigration."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:20:02.937221
1757,Argentina,man,secondary education,lower middle class,skilled worker,Spanish; Castilian,Yes,I am born in this country,Let anyone come who wants to,Quite good,Neither agree nor disagree,Do not trust very much,I am born in this country,Place strict limits on the number of foreigners who can come here,"As a man from Argentina with secondary education and working as a skilled worker in the lower middle class, it's likely he faces economic challenges and job competition. Such individuals are often concerned about the impact of immigration on job availability and wages. He is likely to be born in Argentina, given the country's historical immigration patterns.",True,False,True,"{
  ""thinking"": ""As a man from Argentina with secondary education and working as a skilled worker in the lower middle class, it's likely he faces economic challenges and job competition. Such individuals are often concerned about the impact of immigration on job availability and wages. He is likely to be born in Argentina, given the country's historical immigration patterns."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:20:07.457823
1758,Argentina,woman,low education,working class,skilled worker,Spanish; Castilian,Yes,I am born in this country,Let anyone come who wants to,Quite good,Agree,Do not trust very much,I am born in this country,Place strict limits on the number of foreigners who can come here,"Given her profile as a working-class, low-education skilled worker in Argentina, she is likely to have been born in the country and may feel economically threatened by foreign labor. This segment often has concerns about job security and competition, which can translate to stricter views on immigration.",True,False,True,"{
  ""thinking"": ""Given her profile as a working-class, low-education skilled worker in Argentina, she is likely to have been born in the country and may feel economically threatened by foreign labor. This segment often has concerns about job security and competition, which can translate to stricter views on immigration."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:20:14.689567
1759,Argentina,man,secondary education,working class,skilled worker,Spanish; Castilian,Yes,I am born in this country,Let anyone come who wants to,Quite good,Agree,Do not trust very much,I am born in this country,Place strict limits on the number of foreigners who can come here,"As a skilled worker in the Argentine working class with secondary education, this person is most likely born in Argentina, as migration rates may be lower among those with less international exposure. Given economic challenges, he may feel job competition and support limiting immigration to protect job opportunities for locals.",True,False,True,"{
  ""thinking"": ""As a skilled worker in the Argentine working class with secondary education, this person is most likely born in Argentina, as migration rates may be lower among those with less international exposure. Given economic challenges, he may feel job competition and support limiting immigration to protect job opportunities for locals."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:20:19.019788
1760,Argentina,woman,low education,lower middle class,unskilled worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,Quite good,Agree,Do not trust at all,I am born in this country,Place strict limits on the number of foreigners who can come here,"This respondent is likely born in Argentina due to being an unskilled worker from the lower middle class with low education, which often correlates with being native-born. Such respondents often face job insecurity and might be cautious about competition from foreign workers, preferring stricter immigration controls.",True,False,True,"{
  ""thinking"": ""This respondent is likely born in Argentina due to being an unskilled worker from the lower middle class with low education, which often correlates with being native-born. Such respondents often face job insecurity and might be cautious about competition from foreign workers, preferring stricter immigration controls."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:20:24.495162
1761,Argentina,man,low education,lower middle class,semi-skilled worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,"Neither good, nor bad",Disagree,Do not trust very much,I am born in this country,Place strict limits on the number of foreigners who can come here,"Given his lower middle-class status and low education in Argentina, he is likely to have been born in the country. People in this demographic often have concerns about job competition and may favor restrictive immigration policies. This is reflected by favoring government limits on foreign workers.",True,False,True,"{
  ""thinking"": ""Given his lower middle-class status and low education in Argentina, he is likely to have been born in the country. People in this demographic often have concerns about job competition and may favor restrictive immigration policies. This is reflected by favoring government limits on foreign workers."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:20:28.567422
1762,Argentina,man,secondary education,lower middle class,person who never had a job,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,"Neither good, nor bad",Agree,Do not trust very much,I am born in this country,Place strict limits on the number of foreigners who can come here,"Given the respondent's profile as a lower middle class man with a secondary education who has never had a job, it is most likely that he was born in Argentina and that his views on immigration reflect economic concerns. As someone who may feel the strain of competition for jobs, he would likely favor stricter immigration controls to prioritize employment for locals.",True,False,True,"{
  ""thinking"": ""Given the respondent's profile as a lower middle class man with a secondary education who has never had a job, it is most likely that he was born in Argentina and that his views on immigration reflect economic concerns. As someone who may feel the strain of competition for jobs, he would likely favor stricter immigration controls to prioritize employment for locals."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:20:32.881591
1763,Argentina,man,secondary education,lower middle class,semi-skilled worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,Quite good,Agree,Do not trust very much,I am born in this country,Place strict limits on the number of foreigners who can come here,"A lower middle class man with secondary education working in a semi-skilled job in Argentina is likely to be born in the country and may have concerns about job competition from immigrants. Economic pressures might make him favor limits on immigration, as he could see immigration as a threat to job availability and wage levels in his sector.",True,False,True,"{
  ""thinking"": ""A lower middle class man with secondary education working in a semi-skilled job in Argentina is likely to be born in the country and may have concerns about job competition from immigrants. Economic pressures might make him favor limits on immigration, as he could see immigration as a threat to job availability and wage levels in his sector."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:20:37.417744
1764,Argentina,woman,secondary education,lower middle class,sales worker,Spanish; Castilian,Yes,I am born in this country,Let anyone come who wants to,No answer,Disagree,Trust somewhat,I am born in this country,Let people come as long as there are jobs available,"In Argentina, lower middle-class individuals with secondary education, especially those working in sales, are more likely to have been born in the country. Such individuals may feel economically vulnerable and concerned about job competition from foreign workers, so they might favor some form of control on immigration based on job availability.",True,False,True,"{
  ""thinking"": ""In Argentina, lower middle-class individuals with secondary education, especially those working in sales, are more likely to have been born in the country. Such individuals may feel economically vulnerable and concerned about job competition from foreign workers, so they might favor some form of control on immigration based on job availability."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Let people come as long as there are jobs available""
}",openai,gpt-4o,1.0,2026-05-13T20:20:40.615964
1765,Argentina,woman,secondary education,lower middle class,sales worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,Quite bad,Agree,Do not trust very much,I am born in this country,Place strict limits on the number of foreigners who can come here,"As a lower middle class sales worker with secondary education living in Argentina, it is likely that the respondent was born in the country. People in this socio-economic group often face economic challenges and may view immigration through the lens of job competition, leading to a preference for policies that control immigration levels.",True,False,True,"{
  ""thinking"": ""As a lower middle class sales worker with secondary education living in Argentina, it is likely that the respondent was born in the country. People in this socio-economic group often face economic challenges and may view immigration through the lens of job competition, leading to a preference for policies that control immigration levels."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:20:45.668031
1766,Argentina,man,higher education,lower middle class,sales worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,"Neither good, nor bad",Agree,Do not trust at all,I am born in this country,Let people come as long as there are jobs available,"As a man from Argentina with higher education and belonging to the lower middle class, it is likely that he values job security and is concerned about competition in the employment market. Given his profile, it is probable that he was born in Argentina. Therefore, he may support immigration policies that ensure job availability for locals first.",True,True,True,"{ ""thinking"": ""As a man from Argentina with higher education and belonging to the lower middle class, it is likely that he values job security and is concerned about competition in the employment market. Given his profile, it is probable that he was born in Argentina. Therefore, he may support immigration policies that ensure job availability for locals first."", ""Q263"": ""I am born in this country"", ""Q130"": ""Let people come as long as there are jobs available"" }",openai,gpt-4o,1.0,2026-05-13T20:20:52.028102
1767,Argentina,woman,low education,working class,sales worker,Spanish; Castilian,No,I am an immigrant to this country (born outside this country),Let anyone come who wants to,Very good,Disagree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"Given the respondent's low education and working-class status, it is likely she was born in Argentina, as immigration typically correlates with different sociodemographic profiles. Additionally, working-class individuals with lower educational levels often express concerns about job competition, leading to a preference for stricter immigration controls.",False,False,True,"{
  ""thinking"": ""Given the respondent's low education and working-class status, it is likely she was born in Argentina, as immigration typically correlates with different sociodemographic profiles. Additionally, working-class individuals with lower educational levels often express concerns about job competition, leading to a preference for stricter immigration controls."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",openai,gpt-4o,1.0,2026-05-13T20:20:56.505938
